Area,Price_RM,Size_SQFT,Bedrooms,Bathrooms,Property_Type,Source
Kulai,425000,1829.0,3.0,2.0,Terrace House,Mudah
Skudai,500000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,950000,3444.0,5.0,4.0,Terrace House,Mudah
Skudai,435000,1100.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,500000,2830.0,3.0,4.0,Terrace House,Mudah
Pasir Gudang,1300000,1800.0,5.0,6.0,Terrace House,Mudah
Johor Bahru,530000,1650.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,493000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,570000,2370.0,4.0,3.0,Semi-D,Mudah
Iskandar Puteri,748000,1300.0,4.0,3.0,Terrace House,Mudah
Skudai,738000,1600.0,5.0,3.0,Terrace House,Mudah
Pasir Gudang,550000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1080000,3080.0,5.0,4.0,Semi-D,Mudah
Pasir Gudang,518000,1640.0,4.0,3.0,Terrace House,Mudah
Skudai,620000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,810000,1650.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,460000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,440000,1080.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,749000,3164.0,3.0,2.0,Semi-D,Mudah
Johor Bahru,490000,1540.0,3.0,3.0,Terrace House,Mudah
Pasir Gudang,495000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,419000,1170.0,4.0,3.0,Terrace House,Mudah
Kluang,480000,3121.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,675000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,598000,1680.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,860000,1650.0,4.0,2.0,Semi-D,Mudah
Iskandar Puteri,680000,1600.0,3.0,2.0,Terrace House,Mudah
Skudai,520000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,628000,1920.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,290000,775.0,3.0,2.0,Terrace House,Mudah
Kulai,390000,1080.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1278000,1804.0,0.0,0.0,Terrace House,Mudah
Skudai,498000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1178000,1650.0,0.0,0.0,Terrace House,Mudah
Johor Bahru,808000,1680.0,4.0,4.0,Terrace House,Mudah
Skudai,640000,1540.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,795000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,558000,1540.0,4.0,3.0,Terrace House,Mudah
Kulai,630000,1650.0,4.0,3.0,Terrace House,Mudah
Kluang,480000,3121.0,3.0,2.0,Terrace House,Mudah
Skudai,480000,1173.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,410000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,468000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,585000,2864.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,548000,5400.0,4.0,2.0,Bungalow,Mudah
Skudai,214000,650.0,3.0,2.0,Residential,Mudah
Kulai,410000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,420000,1400.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,2120000,3788.0,6.0,5.0,Terrace House,Mudah
Skudai,438000,1300.0,3.0,2.0,Terrace House,Mudah
Kulai,430000,1442.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1300000,1800.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,688000,1650.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,450000,2615.0,3.0,2.0,Terrace House,Mudah
Kulai,295000,1000.0,3.0,2.0,Residential,Mudah
Iskandar Puteri,660000,1400.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,708000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,390000,1080.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,328000,1400.0,3.0,2.0,Residential,Mudah
Iskandar Puteri,1980000,2681.0,5.0,5.0,Semi-D,Mudah
Kulai,900000,3842.0,4.0,3.0,Semi-D,Mudah
Pasir Gudang,398000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,650000,1540.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,2000000,3120.0,4.0,4.0,Terrace House,Mudah
Iskandar Puteri,1800000,2800.0,5.0,5.0,Residential,Mudah
Johor Bahru,660000,1300.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,728000,1960.0,4.0,2.0,Terrace House,Mudah
Iskandar Puteri,738000,2106.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,435000,1400.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,750000,1400.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,858000,1800.0,4.0,4.0,Terrace House,Mudah
Kulai,750000,3875.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,1500000,2880.0,5.0,5.0,Residential,Mudah
Iskandar Puteri,588000,1080.0,3.0,2.0,Terrace House,Mudah
Skudai,320000,1000.0,2.0,2.0,Terrace House,Mudah
Iskandar Puteri,1500000,2080.0,5.0,5.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Kluang,440000,1540.0,4.0,4.0,Terrace House,Mudah
Skudai,678000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,628000,1920.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,680000,1540.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,480000,950.0,3.0,2.0,Residential,Mudah
Johor Bahru,780000,1540.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,340000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,538000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1280000,3876.0,5.0,5.0,Semi-D,Mudah
Johor Bahru,428000,1400.0,3.0,2.0,Terrace House,Mudah
Kulai,388000,1300.0,3.0,2.0,Terrace House,Mudah
Segamat,330000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,315000,1300.0,3.0,1.0,Terrace House,Mudah
Johor Bahru,665000,1400.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,488000,1080.0,4.0,2.0,Terrace House,Mudah
Skudai,438000,1300.0,3.0,2.0,Terrace House,Mudah
Muar,450000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,398000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,750000,2027.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,528000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,318000,990.0,3.0,2.0,Residential,Mudah
Johor Bahru,400000,1080.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,468000,1500.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,1380000,3669.0,5.0,5.0,Semi-D,Mudah
Pasir Gudang,480000,1540.0,5.0,4.0,Terrace House,Mudah
Iskandar Puteri,1130000,1800.0,5.0,4.0,Terrace House,Mudah
Johor Bahru,790000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,398000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,675000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,305000,770.0,2.0,1.0,Terrace House,Mudah
Permas Jaya,398000,700.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,678000,1760.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,858000,1300.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,928000,1600.0,4.0,4.0,Terrace House,Mudah
Kluang,868000,2550.0,4.0,3.0,Residential,Mudah
Ulu Tiram,620000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,2400000,1540.0,1.0,1.0,Bungalow,Mudah
Ulu Tiram,1380000,3200.0,5.0,4.0,Semi-D,Mudah
Johor Bahru,760000,1650.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,838000,1540.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,538000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,730000,1368.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,2700000,3330.0,6.0,7.0,Bungalow,Mudah
Johor Bahru,820000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,398000,990.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,858000,3143.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,690000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,440000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,530000,1400.0,3.0,3.0,Terrace House,Mudah
Ulu Tiram,680000,1920.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,538000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1080000,1800.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,398000,770.0,3.0,3.0,Terrace House,Mudah
Ulu Tiram,4500000,1540.0,5.0,4.0,Bungalow,Mudah
Ulu Tiram,688000,1760.0,5.0,4.0,Terrace House,Mudah
Ulu Tiram,1230000,2720.0,6.0,5.0,Residential,Mudah
Johor Bahru,678000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,508000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,718000,1540.0,4.0,3.0,Terrace House,Mudah
Muar,175000,1084.0,2.0,1.0,Terrace House,Mudah
Pasir Gudang,358000,775.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,488000,1080.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,578000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,650000,1400.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,468000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,720000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,550000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,820000,1540.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,354000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,498000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,2380000,1540.0,7.0,6.0,Bungalow,Mudah
Johor Bahru,690000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,425000,2378.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,988000,3200.0,4.0,3.0,Terrace House,Mudah
Kluang,190000,840.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,650000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,838000,1760.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1180000,1540.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,678000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,676000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,290000,1800.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,188000,829.0,2.0,2.0,Terrace House,Mudah
Kulai,580000,1540.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,348000,1040.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,798000,3345.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,638000,1170.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,1250000,3200.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,1020000,1800.0,5.0,4.0,Terrace House,Mudah
Pontian,299000,770.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,399000,880.0,3.0,3.0,Terrace House,Mudah
Kulai,460000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,650000,1650.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,798000,2380.0,5.0,4.0,Terrace House,Mudah
Kluang,450000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,815000,1300.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,538000,1300.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,390000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,658000,1680.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1600000,8137.0,6.0,4.0,Semi-D,Mudah
Kluang,380000,2940.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,638000,1200.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,778000,1650.0,4.0,3.0,Terrace House,Mudah
Skudai,423000,1300.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,358000,770.0,2.0,2.0,Terrace House,Mudah
Kulai,298000,1000.0,3.0,2.0,Residential,Mudah
Ulu Tiram,999000,2940.0,5.0,4.0,Semi-D,Mudah
Kulai,295600,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,620000,1170.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,405000,2040.0,4.0,3.0,Terrace House,Mudah
Skudai,480000,1540.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,698000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,950000,3040.0,5.0,4.0,Semi-D,Mudah
Pasir Gudang,414000,1668.0,4.0,3.0,Terrace House,Mudah
Skudai,790000,3200.0,5.0,4.0,Semi-D,Mudah
Johor Bahru,890000,1600.0,4.0,3.0,Terrace House,Mudah
Kluang,450000,1400.0,4.0,3.0,Terrace House,Mudah
Skudai,400000,1253.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,775000,1400.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,570000,2370.0,4.0,2.0,Terrace House,Mudah
Kulai,490000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1950000,3579.0,5.0,5.0,Residential,Mudah
Muar,395000,3053.0,4.0,2.0,Semi-D,Mudah
Pasir Gudang,495000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,2100000,5095.0,6.0,7.0,Semi-D,Mudah
Kulai,460000,1076.0,3.0,3.0,Terrace House,Mudah
Pasir Gudang,460000,1980.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1400000,5231.0,4.0,4.0,Semi-D,Mudah
Pasir Gudang,809000,2604.0,4.0,3.0,Terrace House,Mudah
Skudai,1100000,2750.0,4.0,4.0,Residential,Mudah
Iskandar Puteri,1450000,4671.0,4.0,4.0,Terrace House,Mudah
Skudai,628000,1920.0,4.0,2.0,Terrace House,Mudah
Ulu Tiram,393000,3200.0,3.0,2.0,Semi-D,Mudah
Batu Pahat,460000,1540.0,4.0,4.0,Terrace House,Mudah
Skudai,158000,635.0,3.0,2.0,Residential,Mudah
Pasir Gudang,358000,1300.0,2.0,2.0,Terrace House,Mudah
Johor Bahru,398000,990.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,360000,960.0,4.0,3.0,Terrace House,Mudah
Skudai,938000,1920.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,740000,2552.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1000000,6000.0,3.0,4.0,Bungalow,Mudah
Johor Bahru,398000,1300.0,3.0,2.0,Terrace House,Mudah
Muar,638000,1562.0,4.0,3.0,Terrace House,Mudah
Kluang,585000,3062.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,750000,3200.0,4.0,3.0,Semi-D,Mudah
Batu Pahat,496400,2934.0,3.0,2.0,Semi-D,Mudah
Iskandar Puteri,590000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,495000,1540.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,768000,1760.0,5.0,3.0,Terrace House,Mudah
Pasir Gudang,570000,2370.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,300000,839.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,345000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,526000,1500.0,4.0,3.0,Terrace House,Mudah
Muar,390000,2518.0,3.0,2.0,Semi-D,Mudah
Kulai,250000,1668.0,3.0,2.0,Terrace House,Mudah
Kulai,468000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,1720000,2580.0,4.0,5.0,Residential,Mudah
Johor Bahru,418000,825.0,3.0,2.0,Terrace House,Mudah
Kluang,280000,1600.0,3.0,2.0,Terrace House,Mudah
Kluang,160000,956.0,3.0,1.0,Terrace House,Mudah
Batu Pahat,465800,3279.0,4.0,2.0,Semi-D,Mudah
Batu Pahat,587432,3600.0,4.0,3.0,Semi-D,Mudah
Ulu Tiram,378000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,1700000,4050.0,4.0,5.0,Semi-D,Mudah
Kulai,430000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,1550000,3222.0,4.0,3.0,Semi-D,Mudah
Skudai,380000,1254.0,2.0,2.0,Terrace House,Mudah
Skudai,550000,1650.0,3.0,2.0,Terrace House,Mudah
Skudai,828000,1870.0,5.0,4.0,Terrace House,Mudah
Batu Pahat,390000,3444.0,3.0,2.0,Semi-D,Mudah
Johor Bahru,675000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,520000,1500.0,3.0,1.0,Terrace House,Mudah
Iskandar Puteri,775000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,520000,1500.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,700000,4407.0,3.0,2.0,Semi-D,Mudah
Pasir Gudang,299000,775.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,339000,1400.0,3.0,2.0,Terrace House,Mudah
Kluang,220000,1700.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,400000,960.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,240000,816.0,2.0,1.0,Terrace House,Mudah
Johor Bahru,508000,1400.0,3.0,5.0,Terrace House,Mudah
Ulu Tiram,340000,700.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,428000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1650.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,350000,1400.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,475000,1400.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,295000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,490000,1400.0,4.0,2.0,Terrace House,Mudah
Skudai,370000,775.0,2.0,1.0,Terrace House,Mudah
Kluang,598000,3047.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,630000,1300.0,3.0,2.0,Terrace House,Mudah
Skudai,399000,1100.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,430000,1300.0,3.0,2.0,Terrace House,Mudah
Pontian,299000,770.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,465000,1080.0,4.0,3.0,Terrace House,Mudah
Muar,1000000,2950.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,900000,1600.0,4.0,3.0,Terrace House,Mudah
Skudai,399000,1100.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,630000,1798.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,858000,3143.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,650000,1800.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Muar,230000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,468000,1540.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,346000,1040.0,3.0,2.0,Terrace House,Mudah
Skudai,878000,2600.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,2880000,3600.0,4.0,4.0,Residential,Mudah
Johor Bahru,808000,1680.0,4.0,4.0,Terrace House,Mudah
Johor Bahru,695000,1575.0,4.0,3.0,Terrace House,Mudah
Kluang,215000,1076.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,468000,1500.0,4.0,3.0,Terrace House,Mudah
Kulai,499000,1540.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,295000,770.0,3.0,2.0,Terrace House,Mudah
Kulai,390000,1540.0,3.0,2.0,Terrace House,Mudah
Iskandar Puteri,850000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1980000,4500.0,6.0,5.0,Terrace House,Mudah
Skudai,768000,1540.0,4.0,3.0,Terrace House,Mudah
Batu Pahat,256000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,700000,1300.0,4.0,3.0,Terrace House,Mudah
Kluang,518000,1540.0,4.0,3.0,Terrace House,Mudah
Skudai,858000,3143.0,4.0,3.0,Terrace House,Mudah
Skudai,818000,1800.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,688000,1800.0,3.0,2.0,Terrace House,Mudah
Kulai,418000,1080.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,1150000,2600.0,4.0,3.0,Terrace House,Mudah
Kulai,478000,1088.0,4.0,3.0,Terrace House,Mudah
Kluang,444690,5834.0,4.0,3.0,Terrace House,Mudah
Skudai,598000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,538000,2200.0,5.0,3.0,Terrace House,Mudah
Kulai,298000,900.0,3.0,2.0,Terrace House,Mudah
Skudai,418000,770.0,3.0,2.0,Terrace House,Mudah
Skudai,1350000,3080.0,5.0,4.0,Terrace House,Mudah
Iskandar Puteri,1450000,2240.0,4.0,3.0,Residential,Mudah
Iskandar Puteri,888000,2940.0,4.0,3.0,Terrace House,Mudah
Kulai,360000,770.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,530000,1400.0,3.0,3.0,Terrace House,Mudah
Johor Bahru,650000,1540.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,388000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,425000,7615.0,3.0,2.0,Bungalow,Mudah
Kulai,548000,1170.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Muar,395000,3053.0,4.0,2.0,Semi-D,Mudah
Pasir Gudang,388000,770.0,3.0,2.0,Terrace House,Mudah
Muar,438000,1300.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,388000,750.0,3.0,2.0,Terrace House,Mudah
Skudai,465000,1080.0,3.0,2.0,Terrace House,Mudah
Gelang Patah,295000,574.0,1.0,1.0,Residential,Mudah
Johor Bahru,530000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,448000,1080.0,3.0,4.0,Terrace House,Mudah
Kluang,240000,1430.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,675000,1359.0,5.0,2.0,Terrace House,Mudah
Pasir Gudang,465000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,768000,1760.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,890000,5263.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,468000,1540.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,3250000,6690.0,6.0,7.0,Bungalow,Mudah
Johor Bahru,980000,1920.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,560000,1170.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,858000,3143.0,4.0,3.0,Terrace House,Mudah
Skudai,530000,1170.0,4.0,3.0,Terrace House,Mudah
Pontian,299000,770.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,500000,1500.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,695000,1170.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,650000,1800.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,698000,1173.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,758000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,355000,876.0,2.0,1.0,Terrace House,Mudah
Pasir Gudang,478000,2292.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,460000,1540.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,159000,689.0,3.0,2.0,Residential,Mudah
Pasir Gudang,459000,1194.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1900000,2975.0,4.0,3.0,Semi-D,Mudah
Iskandar Puteri,660000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,670000,1945.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,880000,1920.0,4.0,3.0,Terrace House,Mudah
Skudai,320000,1253.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,570000,2370.0,4.0,2.0,Terrace House,Mudah
Johor Bahru,668000,1170.0,4.0,3.0,Terrace House,Mudah
Kulai,380000,1540.0,4.0,2.0,Terrace House,Mudah
Kulai,560000,1540.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,598000,1080.0,4.0,3.0,Terrace House,Mudah
Ulu Tiram,395000,1540.0,3.0,2.0,Terrace House,Mudah
Kulai,650000,4114.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,575000,1300.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,863000,3197.0,4.0,4.0,Semi-D,Mudah
Kluang,618000,1800.0,4.0,3.0,Terrace House,Mudah
Kulai,335000,1300.0,3.0,2.0,Terrace House,Mudah
Kulai,300000,1300.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,388000,1000.0,3.0,2.0,Terrace House,Mudah
Ulu Tiram,348000,1040.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,950000,2077.0,4.0,3.0,Terrace House,Mudah
Skudai,498000,1540.0,3.0,2.0,Terrace House,Mudah
Kluang,336000,1646.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,1550000,3222.0,4.0,3.0,Semi-D,Mudah
Skudai,838000,1300.0,4.0,4.0,Terrace House,Mudah
Pasir Gudang,499000,1650.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,430000,2600.0,3.0,3.0,Terrace House,Mudah
Skudai,535000,1540.0,3.0,2.0,Terrace House,Mudah
Batu Pahat,350000,1540.0,5.0,2.0,Terrace House,Mudah
Johor Bahru,628000,1920.0,4.0,2.0,Terrace House,Mudah
Pasir Gudang,385000,1400.0,3.0,2.0,Terrace House,Mudah
Skudai,450000,1500.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,749000,3164.0,3.0,2.0,Semi-D,Mudah
Skudai,510000,1430.0,4.0,3.0,Terrace House,Mudah
Skudai,480000,1170.0,4.0,3.0,Terrace House,Mudah
Skudai,530000,1170.0,4.0,3.0,Terrace House,Mudah
Iskandar Puteri,668000,1400.0,4.0,3.0,Terrace House,Mudah
Johor Bahru,330000,1100.0,3.0,1.0,Terrace House,Mudah
Pasir Gudang,393000,1301.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,398000,960.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,399000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,418000,1400.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,418000,825.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,355000,770.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,465000,1300.0,4.0,3.0,Terrace House,Mudah
Pasir Gudang,450000,1175.0,4.0,3.0,Terrace House,Mudah
Gelang Patah,565000,1676.0,4.0,2.0,Terrace House,Mudah
Kluang,190000,840.0,3.0,2.0,Terrace House,Mudah
Pasir Gudang,419000,1170.0,4.0,3.0,Terrace House,Mudah
Kluang,460000,2600.0,4.0,2.0,Terrace House,Mudah
Muar,175000,1084.0,2.0,1.0,Terrace House,Mudah
Pasir Gudang,419000,1650.0,3.0,2.0,Terrace House,Mudah
Johor Bahru,700000,1300.0,4.0,3.0,Terrace House,Mudah
Kulai,170000,1300.0,3.0,2.0,Terrace House,Mudah
Kulai,530000,1400.0,4.0,3.0,Terrace House,Mudah
Kulai,640000,3197.0,4.0,3.0,Semi-D,Mudah
Johor Bahru,788000,1400.0,4.0,3.0,Terrace House,Mudah
